,tweet_id,text,allan,michael,shameek,tevin,Number of labelers,mode,mode occurrences,label-am,label-as,label-at,label-ms,label-mt,label-st,label-ams,label-amt,label-ast,label-mst,label-all,label-scale,label-mtscale
3345,1440445478580080645,Not really. Got United States confused with United Nations admitted there was a border problem. And beat on the climate change horse some more. Some how giving third world countries billions of our tax dollars will solve this problem,,,,,0,,0,,,,,,,,,,,,,
3346,1480208960170995718,The only good part about climate change is Sunosan is gonna die ,,,,,0,,0,,,,,,,,,,,,slightly agree with climate change,
3347,1479454534715985922,"Imagine having a climate action plan without any mention about citizen science. That is just totally uninformed, inadequate, and irresponsible. #ClimateAction #ClimateToolkit",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3348,1463919418833084430,Indigenous communities are reclaiming their food sovereignty after centuries of colonial policies. ,,,,,0,,0,,,,,,,,,,,,,
3349,1466760824286896131,Indigenous farmers in Africa say issues affecting them were not fully addressed at the UN Climate Change Conference (COP26). ,,,,,0,,0,,,,,,,,,,,,,
3350,1472663625772982287,"..what he's doing to other countries too, but other politicians here are worsening the Climate Emergency too - Ontario, Alberta, BC.. need to get climate premiers fast",,,,,0,,0,,,,,,,,,,,,,
3351,1515813610022445065,Gen Z knows Climate Change is an emergency. The GOP says it doesn't exist. PLEASE VOTE GEN Z. Register NOW!,,,,,0,,0,,,,,,,,,,,,,
3352,1454228231922622467,"CO2/O2 cycle largely controls our climate. Cutting old growth forests reduces CO2 uptake. Burning fossil fuels creates it. It's really not that complicated, if you seek the truth. But you don't, so you're wasting my time. Save me the trouble of more BS. ",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3353,1470052902408527874,"Just came here to say your tweet on ""climate change"" in the midst of a tragic disaster shows what kind of human you are ",,,,,0,,0,,,,,,,,,,,,,
3354,1499497054053277701,He also tore up $230 million in green infrastructure contracts in a climate crisis.  If anything should unite the left in ON this failure of leadership is it.,,,,,0,,0,,,,,,,,,,,,,
3355,1469773163483570186,"Agreed. Climate change is a very real threat but Climate  weather and regardless, just a dumb & unnecessary thing to say right now.",,,,,0,,0,,,,,,,,,,,,,
3356,1463204845578457088,"RT We are in a climate emergency and and we will continue telling and to STOP CLOSING #NUCLEAR plants! We are going to continue our demonstrations, rallies and projection events until Diablo Canyon Power Plant is out of danger. ",,,,,0,,0,,,,,,,,,,,,,
3357,1455305979369861120,One I won't hold against the guy. Who gives a fuck about climate change ,,,,,0,,0,,,,,,,,,,,,,
3358,1491436693702217728,"Horrible to see this happening without a proper creative, innovative, and climate action oriented sustainable stewardship plan for this treasured green space! ",,,,,0,,0,,,,,,,,,,,,,
3359,1476213035538825216,"After months of protests over social and environmental grievances, 155 Chileans have been elected to write a new constitution amid what they have declared a climate and ecological emergency. #RealChange #Climate ",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3360,1455300264219627529,"RT ""The people most affected by climate change are no longer some imagined future generation"" David Attenborough urges leaders to ""turn this tragedy into a triumph... we are after all the greatest problem solvers to have ever existed on Earth"" #COP26BBC ",,,,,0,,0,,,,,,,,,,,,,
3361,1464225165701750826,Ever wanted to read a paper on climate change where Bruce Willis might make the difference between climate fairplay and climate chaos?  https://t.co/bUB84IRl1W A useful provocation and method for making scenarios of CDR and SRM deployment (or not) more integrative and dynamic ,,,,,0,,0,,,,,,,,,,,,,
3362,1499497768741531659,Make no mistake: these floods are climate change playing out in real time #auspol ,,,,,0,,0,,,,,,,,,,,,,
3363,1503095270715924482,Putin's war machine is the least of the problems caused by the use of fossil fuels.,,,,,0,,0,,,,,,,,,,,,,
3364,1457424474194644994,under water cause governments will fail to control climate change,,,,,0,,0,,,,,,,,,,,,,
3365,1453491139777024005,"RT So long as our government keeps prioritizing war, we'll always live in a world where climate change continues and oppressed communities from Ecuador to Palestine disproportionately bare the burden of these duel threats to life. #WarIsNotGreen ",,,,,0,,0,,,,,,,,,,,,,
3366,1457815970714726402,RT I was very pleased to have been able to contribute to the World Climate Summit discussions over the weekend in Glasgow. I saw a strong mobilization from so many players in both the public and private sectors. A collective awareness has emerged and now it's time for action! #COP26 ,,,,,0,,0,,,,,,,,,,,,,
3367,1498413175900979200,"With all the challenging news & content on your timeline at the moment, I wanted to interrupt this with an image of young people volunteering their time to come together to discuss proactive & positive solutions to climate emergency #ScotYouthClimate #TruthAboutYouth ",,,,,0,,0,,,,,,,,,,,,,
3368,1473689771666984970,"RT Yes, and it's also a very bad frame from which to face climate change. ",,,,,0,,0,,,,,,,,,,,,,
3369,1513153732774559753,"Over-fishing, loss of habitat, and climate change over the last 100 years are the real threats to wild salmon but salmon farming has become the convenient scapegoat ",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3370,1515749512341442564,Stop Subsidizing Fossil Fuels $11 million dollars a minute are GIVEN to record profit making Fossil Fuel companies Stop Looking for more fuel to burn REDUCE your footprint* US uses 4x's that needed Stop FLYING MAKE THE LARGEST POLLUTERS PAY and MAKE THEM STOP POLLUTING 2/,,,,,0,,0,,,,,,,,,,,,,
3371,1465400188839862272,"So what you're saying is hardworking Americans don't deserve better roads, climate change isn't real, and we shouldn't be taking care of our seniors? Got it. Didn't know this level of care was supposed to be dictated by party affiliation. ",,,,,0,,0,,,,,,,,,,,,,
3372,1512494748891766801,Telling teachers its our fault kids are distracted by cell phones in our classrooms is like telling someone global warming is their fault because they don't recycle.,,,,,0,,0,,,,,,,,,,,,,
3373,1462456813903699968,David has inciting terrorism among the mentally unstable militant group known as the Extinction Rebellion I've included a link in the below Tweet to report David Suzuki and put an end to his Tyranny ,,,,,0,,0,,,,,,,,,,,,,
3374,1471565680633909248,"RT In weather news, there were tornado warnings in Minnesota todayfor the first time EVER in the month of December. But, sure, climate change isn't real.",,,,,0,,0,,,,,,,,,,,,,
3375,1458549023380410370,It's not a lost cost. Climate change is an emergency we have to deal with There's no other option,,,,,0,,0,,,,,,,,,,,,,
3376,1516134919700766721,BREAKING President Ramaphosa announces a National State of Disaster in response to extreme weather conditions.,,,,,0,,0,,,,,,,,,,,,,
3377,1445083488831553549,Would you support watching Obama take a shit as #resistance against his lack of climate action?,,,,,0,,0,,,,,,,,,,,,,
3378,1500094384322367491,Climate change activists want the poor to starve or freeze to death. Their replacements are coming over the border daily - the poor are disposable to the modern leftist. ,,,,,0,,0,,,,,,,,,,,,,
3379,1470090908150513666,"RT In New Mexico we know this rings true. Record-breaking temperatures and disastrous fire seasons have impacted every single community. This threat unites us all and if we start legislating like it, we have a real shot at tackling this crisis. ",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3380,1464224603996364943,You can read more about this project and other green initiatives across the NHS in Wales in our latest briefing  https://t.co/t4FKvcBCQM #WalesClimateWeek  ,,,,,0,,0,,,,,,,,,,,,slightly agree with climate change,
3381,1486480143589593088,The warming effects of #ClimateChange pose an outsized risk to children. Another reason for accelerating #ClimateAction. ,,,,,0,,0,,,,,,,,,,,,,
3382,1452030804360564742,RT Duncan Baker MP. Proud to promote his climate change credentials on his website but votes to pump shit into rivers. What a win North Norfolk. ,,,,,0,,0,,,,,,,,,,,,,
3383,1483191068527112192,"If we stop watching and listening to those libtard losers who control the Canadian media, would that help us combat climate change? ",,,,,0,,0,,,,,,,,,,,,,
3384,1466157009221283843,"We have a chunk of our population that thinks climate change is fake, covid is fake, vaccines have microchips and there's a secret cabal of child traffickers. Your argument holds no weight against teenagers.",,,,,0,,0,,,,,,,,,,,,strongly agree with climate change,
3385,1463530732643627016,"Climate change is real. It's happening now. It's killing people, who will eventually rise up in self defense. ",,,,,0,,0,,,,,,,,,,,,,
3386,1491191496812335104,"The fact that CO2 is essential to life says nothing about its well-understood role in determining global temperature. The almost 50% increase in CO2, and and the resulting warming, is a product of mankind's activities.",,,,,0,,0,,,,,,,,,,,,,
3387,1461757616846168073,"It's fun to mock the plaintive crocodile tears of fossil fuel barons and bad petrostate actors. The satire often just writes itself, writes But there is, in the end, a deadly serious point to be made here: ",,,,,0,,0,,,,,,,,,,,,,
3388,1491800683716120582,Imagine thinking climate change is no big deal but trans kids playing sports is an existential threat,,,,,0,,0,,,,,,,,,,,,,
3389,1512093089875247111,We rely on science to inform climate action and policy. The science is telling us clearly: - We have not done enough to cut emissions. - We need to raise our ambition. - Cutting emissions now is cheaper than waiting until later. - CDR is essential to achieve net zero.,,,,,0,,0,,,,,,,,,,,,,
3390,1484540451222863875,This funding will provide critical support in our efforts to address the wildfires that continue to worsen as a result of the climate crisis. ,,,,,0,,0,,,,,,,,,,,,,
3391,1514730091028353029,"They didn't rebut anything. They copied & pasted the usual lies. As for healthy horses, nearly every HMA had the AML set too low 2 maintain genetic viability which will lead 2 extinction. And they have no predators b/c they're wiped out at the behest of ranchers. Article below ",,,,,0,,0,,,,,,,,,,,,,
